,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
5374,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,2.0,0.0,-2.0,1.0,0.0,-1.0,1.0,0.0
5375,0.0,-1.0,0.0,-1.0,-2.0,0.0,-2.0,-1.0,-3.0,-3.0,-2.0,0.0,1.0,2.0,1.0,-2.0,1.0,5.0,0.0,2.0,2.0,4.0,-3.0,1.0
5376,-1.0,1.0,-3.0,1.0,0.0,-1.0,-2.0,-6.0,-3.0,0.0,0.0,3.0,-2.0,-1.0,1.0,-1.0,2.0,8.0,-1.0,2.0,2.0,0.0,1.0,0.0
5377,1.0,0.0,0.0,-4.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,2.0,3.0,-3.0,-1.0,2.0,0.0,4.0,-2.0,4.0,0.0,-4.0,1.0,0.0
5378,1.0,-1.0,-1.0,-3.0,-1.0,-6.0,-1.0,-1.0,-2.0,5.0,-7.0,1.0,2.0,1.0,1.0,0.0,5.0,4.0,0.0,2.0,0.0,2.0,0.0,-2.0
5379,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,0.0,-1.0,1.0,0.0,-1.0,2.0,2.0,-2.0,2.0,1.0,0.0,0.0,-2.0,1.0,3.0
5380,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,-2.0,-3.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,2.0,-2.0,3.0,2.0,0.0,1.0,0.0
5381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0
5382,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-2.0,-1.0,-3.0,9.0,-1.0,-1.0,-3.0,-1.0,4.0,0.0,-3.0,2.0,-1.0,0.0
5393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
5394,-1.0,0.0,0.0,0.0,0.0,-1.0,-5.0,-2.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,2.0,1.0,1.0,0.0,2.0,-2.0,1.0,2.0,0.0
5395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,-1.0,-1.0,1.0
5396,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0
5397,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,-1.0,0.0,-1.0
5398,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5400,0.0,0.0,3.0,0.0,-1.0,1.0,4.0,-7.0,1.0,0.0,0.0,1.0,-3.0,1.0,3.0,1.0,0.0,-4.0,-1.0,1.0,2.0,0.0,-1.0,0.0
5401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,0.0,0.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
5402,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-3.0,-2.0,-3.0,1.0,0.0,4.0,-2.0,0.0,0.0,2.0,-2.0,-1.0,3.0,4.0,4.0
5403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
5404,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,-4.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,-1.0,1.0,0.0,0.0
5405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-2.0,0.0,-1.0,-1.0,0.0,1.0,0.0,4.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0
5406,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,-2.0,-2.0,0.0,-6.0,1.0,0.0,-1.0,1.0,0.0,2.0,2.0,-1.0,2.0,0.0,5.0,2.0
5407,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-2.0,-1.0,0.0,0.0,1.0,-1.0,1.0,3.0,2.0,-2.0,0.0,3.0,-1.0,0.0,1.0,-1.0
5408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,1.0,0.0,1.0,1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0
5409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5410,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5412,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,-1.0,0.0,2.0,-2.0,0.0,1.0,-1.0,7.0,1.0,1.0,2.0,-2.0,3.0,-3.0,-4.0,-1.0,2.0
5413,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,0.0,-1.0,0.0,0.0,1.0,0.0,-2.0,1.0,1.0,0.0,0.0,-2.0,0.0,1.0
5414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
5425,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,-9.0,-6.0,-3.0,-3.0,-2.0,-1.0,2.0,-3.0,-1.0,5.0,11.0,1.0,0.0,3.0,0.0,5.0,1.0
5549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0
5550,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,1.0,2.0,-1.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0
5551,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0
5552,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,-6.0,-1.0,3.0,0.0,4.0,-1.0,1.0,0.0,-3.0,-3.0,2.0,4.0,0.0,0.0,2.0,2.0
5553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,0.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0
5558,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,5.0,2.0,0.0,-1.0,-1.0,-4.0,-2.0,-2.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0
5561,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,2.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0
5565,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,4.0,-1.0,-13.0,-1.0,-3.0,-1.0,1.0,-4.0,5.0,-3.0,5.0,2.0,5.0,3.0,2.0,3.0,2.0
5568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,1.0,2.0,0.0,0.0,0.0,0.0
5569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,3.0,-2.0,2.0,1.0,0.0,-1.0,2.0,0.0,1.0
5578,1.0,4.0,2.0,0.0,0.0,-1.0,1.0,5.0,-7.0,-1.0,-2.0,-2.0,3.0,-1.0,0.0,3.0,3.0,-3.0,-4.0,5.0,-6.0,-3.0,2.0,2.0
5579,3.0,2.0,0.0,2.0,-1.0,0.0,-2.0,2.0,2.0,-4.0,-3.0,1.0,-1.0,-8.0,2.0,0.0,-2.0,-7.0,2.0,-3.0,5.0,1.0,3.0,3.0
5582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5583,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,6.0,3.0,-1.0,2.0,1.0,-4.0,0.0,3.0,-4.0,0.0,-3.0,0.0,-1.0,0.0,0.0
5590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,-1.0,0.0,2.0,1.0
5593,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.0,-3.0,0.0,2.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,4.0,1.0,1.0,-5.0,-1.0,0.0,0.0
5594,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,2.0,-2.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0
5609,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,-5.0,1.0,1.0,-3.0,2.0,-1.0,-1.0,0.0,0.0
5610,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-6.0,-4.0,-1.0,0.0,0.0,0.0,2.0,1.0,-2.0,4.0,-3.0,4.0,0.0,-1.0,2.0,0.0,6.0
5611,4.0,3.0,1.0,0.0,0.0,-2.0,-5.0,-11.0,-4.0,-1.0,-2.0,0.0,1.0,-1.0,1.0,1.0,2.0,7.0,7.0,-1.0,2.0,-4.0,3.0,0.0
5613,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,-9.0,-4.0,-5.0,1.0,1.0,1.0,-1.0,1.0,4.0,2.0,-2.0,2.0,2.0,-1.0,3.0,3.0,1.0
5614,1.0,1.0,5.0,0.0,1.0,-2.0,-7.0,-5.0,-6.0,-4.0,-3.0,0.0,-1.0,2.0,1.0,-4.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,-1.0
5615,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,1.0,2.0,1.0,-2.0,0.0,1.0,0.0,-1.0,-1.0,0.0
5616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,-2.0,1.0,0.0,2.0,0.0,-1.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0
5617,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0
5618,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,3.0,1.0,-2.0,1.0,0.0,0.0
5619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
5620,0.0,1.0,1.0,0.0,-1.0,-7.0,0.0,1.0,-1.0,0.0,-3.0,10.0,-3.0,6.0,-6.0,-3.0,0.0,-3.0,2.0,1.0,0.0,-2.0,1.0,6.0
5621,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0
5622,2.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0,1.0,1.0,1.0,2.0,1.0,1.0,-3.0,1.0,1.0,5.0,-5.0,0.0,1.0,0.0,-1.0
5624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,0.0,1.0,0.0
5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5626,-1.0,-1.0,0.0,0.0,0.0,0.0,-4.0,-1.0,12.0,-1.0,7.0,4.0,-2.0,3.0,0.0,1.0,-4.0,-4.0,0.0,-3.0,-2.0,-2.0,0.0,-2.0
5627,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,5.0,2.0,0.0,-4.0,0.0
5628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5629,0.0,-5.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,6.0,8.0,-1.0,3.0,0.0,3.0,-1.0,1.0,10.0,-3.0,-12.0,2.0,-4.0,-5.0,-3.0
5630,2.0,3.0,1.0,0.0,0.0,-8.0,-16.0,-10.0,-5.0,17.0,11.0,-1.0,8.0,4.0,2.0,-3.0,1.0,0.0,0.0,-2.0,-3.0,0.0,0.0,-1.0
5631,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-4.0,-1.0,0.0,-2.0,-1.0,-2.0,-1.0,0.0,1.0,-1.0,9.0,3.0,1.0,2.0,2.0,-1.0
5632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5633,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,-3.0,0.0,2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,2.0,-1.0,3.0,1.0,-2.0,0.0,1.0,1.0
5634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
5635,2.0,1.0,3.0,0.0,0.0,-3.0,-4.0,-3.0,-1.0,5.0,-2.0,-3.0,-3.0,-1.0,-2.0,9.0,2.0,-1.0,1.0,1.0,1.0,-3.0,2.0,-2.0
5636,1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,2.0,-2.0,0.0,0.0,-1.0,2.0,1.0,1.0,0.0,-1.0,0.0
5637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,-1.0,-2.0,1.0,-1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0
5638,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,0.0,-1.0,0.0,1.0,-2.0,0.0,1.0,3.0,1.0,0.0,-1.0,0.0,1.0,0.0
5639,-1.0,-3.0,-1.0,0.0,0.0,-1.0,-2.0,-2.0,-3.0,1.0,0.0,-2.0,0.0,7.0,-2.0,1.0,-2.0,3.0,0.0,4.0,2.0,1.0,1.0,-1.0
5640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0
5641,2.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,3.0,1.0,0.0,0.0,0.0
5642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
5643,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-3.0,-3.0,1.0,0.0,-2.0,0.0,2.0,-1.0,-1.0,0.0,4.0,-1.0,2.0,1.0,3.0,0.0
5644,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0
5645,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0
5646,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,0.0,-1.0,0.0,-3.0,-3.0,1.0,1.0,6.0,0.0,-3.0,1.0,4.0,7.0,-1.0,-7.0,-2.0
5648,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,-3.0,1.0,-3.0,-2.0,-1.0,-4.0,4.0,25.0,2.0,-21.0,1.0,-6.0,-1.0,2.0,4.0,1.0,0.0
5650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5651,1.0,0.0,0.0,0.0,-3.0,-2.0,-5.0,-7.0,-7.0,-5.0,-3.0,4.0,3.0,-1.0,-5.0,1.0,1.0,1.0,-3.0,2.0,6.0,7.0,10.0,6.0
5652,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5655,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-2.0,-1.0,0.0,0.0,1.0,2.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0
5656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0
5657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5658,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
5659,0.0,0.0,10.0,0.0,0.0,-2.0,-1.0,-1.0,-7.0,0.0,-1.0,1.0,-2.0,0.0,0.0,0.0,1.0,2.0,-1.0,-2.0,1.0,0.0,2.0,0.0
5660,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
5662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0
5663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
5665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0
5666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5687,0.0,1.0,0.0,0.0,0.0,-2.0,-4.0,-1.0,0.0,1.0,0.0,0.0,-2.0,1.0,1.0,0.0,3.0,2.0,1.0,-2.0,0.0,1.0,1.0,-1.0
5849,2.0,1.0,1.0,0.0,0.0,-1.0,-4.0,-8.0,-10.0,-3.0,-5.0,2.0,-1.0,-5.0,2.0,2.0,4.0,-1.0,3.0,4.0,3.0,5.0,7.0,3.0
5858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.0,0.0,0.0
5859,1.0,0.0,0.0,-1.0,0.0,1.0,6.0,5.0,3.0,-3.0,0.0,6.0,-4.0,-5.0,5.0,2.0,1.0,-3.0,-4.0,-3.0,1.0,-1.0,-3.0,-4.0
5860,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,10.0,2.0,2.0,3.0,-3.0,3.0,15.0,-5.0,-5.0,-14.0,-9.0,9.0,-1.0,-3.0,-4.0,-2.0,-1.0
5863,1.0,0.0,0.0,0.0,-1.0,-1.0,-4.0,0.0,-1.0,1.0,1.0,1.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,-1.0,1.0
5864,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,0.0,1.0,-1.0,1.0,-2.0,0.0,0.0,0.0,2.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,0.0
5865,0.0,0.0,0.0,0.0,-1.0,0.0,-10.0,1.0,0.0,-4.0,-2.0,1.0,0.0,2.0,-2.0,0.0,2.0,1.0,2.0,3.0,3.0,5.0,1.0,-1.0
5866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,-4.0,0.0,0.0,-1.0,0.0,1.0,2.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0
5867,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0
5868,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,-2.0,-1.0,0.0,0.0,1.0,-1.0,0.0,7.0,3.0,4.0,-2.0,-2.0,-3.0,0.0,1.0,-1.0
5869,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,-3.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,-1.0,2.0,4.0,-3.0,0.0,0.0
5870,-1.0,0.0,0.0,0.0,-1.0,-2.0,-3.0,-4.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,2.0,2.0,1.0,4.0,1.0,-1.0,1.0,1.0
5871,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,-2.0,0.0,0.0,-1.0,-1.0,0.0
5872,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0
5874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.0,0.0,1.0,0.0
5877,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
5878,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,1.0,0.0,1.0
5881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
5882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.0,0.0,0.0,1.0
5883,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,-3.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,2.0,1.0,0.0,0.0
5884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0
5886,0.0,0.0,1.0,1.0,2.0,0.0,-5.0,-1.0,-3.0,-1.0,0.0,1.0,-1.0,3.0,2.0,3.0,4.0,-4.0,-1.0,1.0,1.0,-2.0,0.0,0.0
5888,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-4.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
5889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5890,1.0,0.0,0.0,1.0,0.0,-1.0,-3.0,-3.0,3.0,-1.0,-2.0,0.0,0.0,0.0,-1.0,1.0,1.0,3.0,-1.0,-1.0,1.0,1.0,3.0,-2.0
